Employee_ID,Full_Name,Gender,Age,Department,Salary,Join_Date,City,Phone_Number,Performance_Score
EMP0599,Samina Ahmed,Female,22,IT,10000000,TBD,Faisalabad,+92-3123315575,60
EMP0600,Bilal Jafri,Male,25,Finance,124113,2019-02-21,Islamabad,03170068642,Poor
EMP0601,Imran Zaidi,M,45,Operations,234536,Jan 2020,Karachi,03115526598,34
EMP0602,Rukhsar Naqvi,M,29,Marketing,"$158,066",2015-05-30,Multan,03062025032,33
EMP0603,Sadia Hashmi,F,26,Sales,120739,2016-12-20,peshawar,03076600213,39
EMP0604,Tahira Ahmed,Female,39,IT,76847,2014-05-13,Peshawar,03473092709,94
EMP0605,Nadia Rehman,Male,41,HR,247886,2020-12-05,Lahore,+92-3166245148,34
EMP0606,NADIA ANWAR,female,26,Mktg,103792,2020-10-16,Multan,03195843097,58
EMP0607,Nasreen Mehmood,Male,57,Sales,113109,2020-06-24,Islamabad,0332 186 2766,53
EMP0608,Salma Mirza,Male,twenty-five,Marketing,61048-,2015-02-12,Peshawar,,70
EMP0609,Omar Kiani,Male,60,Sales,131461,2021-05-07,Karachi,0313 823 0458,23
EMP0610,Farah Khan,Female,47,HR,209983,2011-03-15,Islamabad,03221893154,38
EMP0611,Hassan Saleem,Female,55,HR,96800,2016-01-05,Peshawar,03012909870,22
EMP0612,Nadia Siddiqui,Male,28,Sales,146498,2010-05-28,Faisalabad,0341 063 9872,41
EMP0613,Farah Rehman,Female,59,HR,10000000,2016-03-28,Mltn,03140042541,45
EMP0614,Muhammad Farooq,Male,22,Operations,187080,2014-12-11,multan,03317367600,3.5
EMP0615,Rabia Mirza,F,46,Sales,166839,2012-02-20,Sialkot,03466692915,33
EMP0616,Muhammad Butt,M,thirty,Operations,,,,03038813492,200
EMP0617,Hassan Rizvi,F,40,Sales,73775,2013-09-07,Gujranwala,03232704265,87
EMP0618,Ayesha Jafri,Male,30,Finance,10000000,2014-05-17,rawalpindi,03170163745,45
EMP0619,tahira malik,Female,51,Sales,116588,2013-05-11,rawalpindi,0348-960-3125,5
EMP0620,Samina  Ansari,Male,thirty,HR,63890,2011-10-01,Multan,03464727631,50
EMP0621,Rukhsar Siddiqui,Female,24,Finance,134142,2020/25/12,Qta,03196157718,26
EMP0622,Noreen Akhtar,Male,22,Operations,217260,2020-05-27,Faisalabad,03322607831,98
EMP0623,Ahmed Baig,male,-5,HR,69140,2013-09-16,Rawalpindi,03216606138,65
EMP0624,Farah Kiani,Male,,IT,"$68,782",2018-06-25,Islamabad,0309 656 5693,21
EMP0625,Tariq Ali,Female,46,IT,33678,2013-05-07,Faisalabad,03422252693,86
EMP0626,KHADIJA AZIZ,Female,38,Marketing,90281,2022-04-10,Peshawar,03448182780,40
EMP0627,Kamran Mehmood,Female,thirty,Operations ,80211,32-13-2020,Rawalpindi,03234365277,5
EMP0628,Rabia Anwar,Male,53,Marketing,226795,2014-05-28,Sialkot,03491785816,16
EMP0629,Sadia Akhtar,MALE,37,,166758,2010-08-28,Isb,03083554537,80
EMP0630,Parveen Mehmood,Female,34,marketing,"$70,578",2013-01-07,Sialkot,03475015772,200
EMP0631,Sana Butt,Male,36,Sales,169919,2017-01-03,Peshawar,03282147956,71
EMP0632,fatima ahmed,Female,52,Operations,245891,"March 15, 2019",Gujranwala,03414363594,40
EMP0633,Sana  Khan,Male,23,Operations,,2013-09-24,LAHORE,03449976778,20
EMP0634,Fatima Hussain,Female,forty,,220103,2011-07-25,Islamabad,Not Given,55
EMP0635,Zainab  Anwar,Male,50,IT,239868,2022-02-04,Peshawar,03365178770,54
EMP0636,Salma Mehmood,Female,46,HR,91433,2014-12-23,quetta,+92-3292648891,48
EMP0637,Imran Durrani,F,56,Sales,fifty thousand,2020-05-31,Karachi,03061970557,27
EMP0638,Waqar Rehman,Female,200,Finance,Rs. 48928,2020-12-19,Rawalpindi,03129281243,65
EMP0639,Parveen Khan,Male,thirty,Operations,36093,2020-03-04,multan,03097441279,92
EMP0640,Asad Iqbal,Female,44,OP,116781,2023-09-05,Peshawar,03155317894,79
EMP0641,Fatima Aslam,Female,39,Sales,243719,03/04/2018,Karachi,03373625618,31
EMP0642,Noreen,Male,41,Operations,88116,2016-05-21,Multan,03353333288,99
EMP0643,Parveen Mirza,Female,41,IT,235327,2013-11-25,Karachi,03080984616,92
EMP0644,Shahid Qureshi,Female,60,Finance,199996-,,Rwp,03236281402,75
EMP0645,Akram Durrani,Male,forty,Marketing,193762,2021-01-21,Sialkot,03167057864,-5
EMP0646,Bilal Jafri,Male,22,FINANCE,"$40,358",2010-12-08,,0344 520 0542,
EMP0647,Shahid Hussain,Male,27,IT,237225,,Faisalabad,+92-3422123631,44
EMP0648,Majid Ansari,Female,26,Finance,25589,2018-09-30,Peshawar,03364918951,41
EMP0649,Asad Raza,Female,54,IT,121100,2017-12-10,Multan,03190721220,80
EMP0650,Nasreen  Qureshi,Female,22,Finance,128443,2013-06-20,Peshawar,03230446613,11
EMP0651, Nasreen Jafri ,Female,46,it,"$94,327",2012-08-25,Rawalpindi,0306 558 8616,83
EMP0652,Muhammad Butt,FEMALE,52,marketing,101447,2020-06-21,Faisalabad,03263214873,51
EMP0653,Ayesha Jafri,Male,150,Sales,N/A,2016-06-23,Quetta,03492353546,52
EMP0654,Nasreen Ahmed,Male,49,IT,203608,08/30/2014,Gujranwala,03090547146,76
EMP0655,waqar yousuf,Male,54,it,39643,10-10-2018,Lahore,03021432003,64
EMP0656,samina qureshi,Female,47,Sales,170488,2016-05-11,PESHAWAR,03081509657,13
EMP0657,Majid Qureshi,M,55,Operations,183438,2017-04-28,Quetta ,03013533390,89
EMP0658,Imran Rizvi,Male,26,IT,85011,2020/25/12,Karachi,03470635467,69
EMP0659,Bilal Ansari,Male,50,HR,35623,2012-10-27,Rawalpindi,03381787784,71
EMP0660, Samina Kiani ,Female,32,HR,234410,2022-09-21,Gujranwala,03326146074,41
EMP0661,Tahira Zaidi,F,60,Sales,29488,2021-05-06,Lhr,03334206172,40
EMP0662, Naveed Malik ,Female,31,Sales,226855,2022-07-03,Lahore,03043372509,4.2
EMP0663,Omar Rizvi,Female,57,IT,75071,2018-05-08,Sialkot,03162986889,18
EMP0664,Faisal  Sheikh,Male,10,Operations ,43114,2019-09-05,Islamabad,0336-640-4731,150
EMP0665,nadia akhtar,Female,46,IT,103732,11/05/2023,Rwp,03239417237,
EMP0666,Samina Kiani,Female,52,Marketing,126980,2014-05-14,Sialkot,Not Given,13
EMP0667,Rizwan Mirza,Female,57,,153905-,2016-04-03,Quetta,03146726260,59
EMP0668,Zainab,Female,53,HR,Rs. 87182,2022-02-17,Quetta,03365396292,-10
EMP0669,USMAN RIZVI,female ,60,Marketing,183973,2012-01-08,Faisalabad,03164788919,20
EMP0670,Farah Rehman,Female,22,Sales,158060,2014-11-28,Lhr,03295588023,31
EMP0671,Rabia Baig,Female,22,Operations,186558,2013-04-15,Sialkot,03063927336,-1
EMP0672,Naveed Farooq,Male,39,IT,131870,2020-05-10,Lahor,03296281310,20
EMP0673,Javed Mehmood,Female,43,,Rs. 70689,10-03-2017,Rawalpindi,03013344072,55
EMP0674,Arif Ansari,Female,54,IT,"$117,701",2021-07-18,Faisalabad,03191228073,65
EMP0675,Samina Hameed,Male,45,Sales,194027,21-11-2012,Rawalpindi ,003346784982,4
EMP0676,Nasreen Raza,Male,40,Finance,39814,2017-06-25,Karachi,0329-348-5270,89
EMP0677,Akram Rizvi,Female,58,HR,47761,2013-05-21,LAHORE,03127217582,36
EMP0678,Kamran Jafri,Male,22,Operations,Rs. 39357,2022-05-24,Lhr,03376459478,30
EMP0679,Kamran Durrani,Female,26,Sales,111743,2023-07-01,Faisalabad,03478343137,64
EMP0680,Shahid Javed,M,32,Operations,248233,2011-12-07,Quetta,0336-133-1534,89
EMP0681,Hassan Hashmi,Female,59,Finance,71853,2011-06-04,Faisalabad,03181942653,96
EMP0682, Zainab Farooq ,Female,37,Sale,128536,2017-05-01,Sialkot,03354304966,49
EMP0683,Parveen Naqvi,Female,29,Operations,fifty thousand,2019-10-17,QUETTA,03356919936,69
EMP0684,Khadija Mehmood,Female,28,Sales,217004,2022-08-14,Multan,03072830616,2
EMP0685,Nasreen Butt,Female,25,Operations,131376,2013-03-14,Rawalpindi,03227621753,93
EMP0686,Irfan Malik,Female,28,Sales,173712,07-07-2012,Karachi	,,28
EMP0687,Kamran Ali,Female,48,Finance,126073,2019-08-13,Gujranwala,0331 622 5199,24
EMP0688,Ahmed Naqvi,F,30,Operations,86633,2019-08-18,Karachi,03421180661,52
EMP0689,MARIAM HUSSAIN,Female,38,Operations,103717,,Multan ,03261376074,6
EMP0690,Majid Ali,Male,39,Sales,142718,2014-09-29,Islamabad,+92-3147400852,91
EMP0691,Majid  Durrani,Male,32,HR,235036,2019-02-05,Faisalabad,03377990328,77
EMP0692,Omar Zaidi,Male,60,Operations,Rs. 66789,2022-12-19,Islamabad,+92-3420695957,36
EMP0693,TAHIRA YOUSUF,Female,43,Operations,151033,2018-11-17,Peshawer,03454704247,34
EMP0694,Rukhsar Siddiqui,male,25,IT,70603,09/18/2022,Karachi ,03148036435,-5
EMP0695,Omar Durrani,F,29,,31417,2012-09-01,Karachi,003090406762,1
EMP0696,Salma Mehmood,Male,48,Sales,249436,2019-09-25,Sialkot,03296924611,57
EMP0697,Nadia Malik,Male,,HR,178742,2017-08-18,Multan,03261505306,62
EMP0698,Rizwan Hameed,Male,46,Finance,30383,2018-01-20,Karachi,03170455694,96
EMP0699,Zainab Butt,Female,,It,133433,2021-10-20,Rwp,03410715296,500
EMP0700,Majid Zaidi,Male,35,Operations,189242,2012-04-17,Faisalabad,03453627471,87
EMP0701,Sana Farooq,Female,,Operations,110511,2017-07-29,Rawalpindi,03151384518,1
EMP0702,Imran Yousuf,Female,47,Sales,37822,2023-06-02,Lahore,+92-3274498654,11
EMP0703,Sadia Saleem,Female,47,Finance,181699,2019-07-19,Peshawar,03191386119,84
EMP0704,Nadia Javed,Female,54,H.R.,40642,08/25/2014,Lahore,03210662804,52
EMP0705,Asad Mehmood,Female,29,Finance,112572,2011-08-03,karachi,03092535681,99
EMP0706,Hina Hameed,Female,,HR,122954,2021-03-14,Multan,003280542438,4.2
EMP0707,Parveen Akhtar,Female,36,Marketing,46274,2014-05-19,Rawalpindi,03083550461,8
EMP0708,Muhammad Zaidi,M,31,Ops,178483,06/01/2011,Lahore,03437967928,16
EMP0709,Tariq Aslam,Female,53,Finance,73359,2014-09-06,Faisalabad,03085839021,54
EMP0710,ZAINAB KHAN,Female,thirty,HR ,229387,,Lahor,0348 933 0095,11
EMP0711,Muhammad Butt,Male,44,HR,52150,01/23/2012,Multan,03062144567,Average
EMP0712,Majid Kiani,Male,55,I.T,158278,2013-02-05,Rawalpindi,03193720583,17
EMP0713,Hina Aziz,male,23,HR,232093,2023-04-02,Gujranwala,03490457943,98
EMP0714,Ayesha Khan,male,49,Finance,48451,2022-05-29,Peshawar,03125975293,69
EMP0715,Rukhsar Hussain,Male,55,Operations,105608,2011-04-17,MULTAN,0329-096-8403,33
EMP0716,Irfan Mirza,Female,200,Finance,129658,2014-01-19,Karachi,03472620182,49
EMP0717,Naveed Hameed,Male,46,Sales,167471,2016-11-19,Gujranwala,03481276933,56
EMP0718,Parveen Ahmed,Male,33,Fin,145662,2016-02-23,Isb,03136330288,200
EMP0719,Samina Anwar,Female,12,IT,42269,2019-06-02,Gujranwala,,76
EMP0720,Ayesha Jafri,Male,22,IT,53663,2021-10-06,Sialkot,03312912578,46
EMP0721,faisal aslam,Female,27,Sales,"$188,986",2018-11-21,Islambad,03288530951,43
EMP0722,Akram Iqbal,Female,-10,Operations,125599,2021-06-21,Lahore,03069400145,6
EMP0723,Waqar Javed,Female,47,IT,140482,2015-03-11,Quetta,03189469712,
EMP0724,rabia hussain,female,43,Marketing,197923,2020-02-29,Faisalabad,03263405043,39
EMP0725,Salma Saleem,Female,24,operations,239587,07/09/2017,,03421359892,200
EMP0726, Javed Anwar ,Female,forty,Sales,109320,2017-07-29,Lahore,03025824860,-5
EMP0727, Ayesha Jafri ,Female,,HR,230448,2013-08-26,Faisalabad,03031685822,Average
EMP0728,Imran Butt,Female,54,Sales,39723,,Faisalabad,03399371814,96
EMP0729,OMAR MEHMOOD,Female,56,HR,225118,"March 15, 2019",Multn,03146712168,98
EMP0730,Mariam Hashmi,FEMALE,56,IT,64753,29-06-2017,Qta,N/A,43
EMP0731,Rukhsar Aslam,Male,27,Marketing,fifty thousand,---,Sialkot,03020394529,62
EMP0732,akram raza,Male,43,Finance,65144,2011-12-26,Quetta,,44
EMP0733,Usman Hussain,male,52,Ops,142922,2012-12-01,Sialkot,03324762588,52
EMP0734,Rukhsar Aslam,Male,30,Finance,42663,2022-11-30,Sialkot,0337 036 4220,21
EMP0735,Imran Aslam,Female,47,Operations,"$92,592",2016-10-27,Rawalpindi,03316203566,23
EMP0736,Khadija Khan,Female,60,Operations,fifty thousand,2022-11-24,Karachi,0313 587 0212,69
EMP0737,Shahid Farooq,Female,47,IT,200229,2010-09-15,Islamabad ,0317 982 2750,69
EMP0738,Ayesha Hashmi,Male,52,Marketing,232690,2015-11-09,,+92-3469060861,55
EMP0739,Sana Siddiqui,Female,56,IT,134468,2011-03-20,Karachi,03037881659,94
EMP0740,Mariam Aslam,Male,27,Finance,151247,2023-02-25,Gujranwala,03126373743,57
EMP0741,Ayesha Yousuf,F,27,Sales,"$130,634",2018-04-16,Multan,,52
EMP0742,Rukhsar Mirza,female,34,Operations,88419,Last Year,LAHORE,03028042523,9
EMP0743,Tahira Ali,Male,51,SALES,211057,2023-05-14,Peshawar,003096300090,30
EMP0744,Noreen Aslam,Female,120,,"$55,159",2011-02-12,peshawar,03220739634,3.5
EMP0745,ALI BUTT,Female,40,I.T.,,07/24/2017,Peshawar,03438033490,55
EMP0746,Kamran Hussain,Male,48,Operations,234861,2013-10-05,Pesh,03486812126,-5
EMP0747,Majid Qureshi,M,55,Operations,183438,2017-04-28,Quetta ,03013533390,89
EMP0748,Noreen Hameed,male,28,HR,96287,,,03427861801,
EMP0749,Omar Rehman,MALE,45,Operations,86930,2013-01-31,Gujranwala,03246702832,50
EMP0750,Shazia Siddiqui,Male,,MKTG,190553,32-13-2020,Faisalabad,03056754892,57
EMP0751,fatima farooq,Female,57,HR,1000,2010-12-18,Lahore,0329 602 2455,63
EMP0752,Sana Khan,F,51,Finance,38903,2023-07-25,Sialkot,03111122998,94
EMP0753,Naveed Siddiqui,Female,26,IT,81874,2017-09-07,Karachi,,4.2
EMP0754,Tariq Kiani,Male,28,Marketing,36248,,Karachi,0313-705-7075,77
EMP0755,ARIF KIANI,male,,,85421,26-03-2011,lahore,0346-357-2753,52
EMP0756,Imran Mirza,Female,35,HR,115764,2019-03-23,Rawalpindi,Not Given,57
EMP0757,Rizwan Rizvi,F,58,IT,64593,2010-01-19,Peshawar,0318-095-9857,54
EMP0758,Bilal  Farooq,Male,31,HR,198279,2021-02-16,Karachi,0331-014-6265,25
EMP0759,Waqar Raza,Male,51,Operations,"$101,710",2014-12-26,Karachi,0347 653 2552,94
EMP0760,AHMED BUTT,Female,42,Operations ,Rs. 119561,2020-05-21,ISLAMABAD,+92-3110586267,
EMP0761,Ahmed Butt,Male,,Sales,53080,2010-04-10,Faisalabad,+92-3375530149,57
EMP0762,Sadia Malik,Female,54,Operations,,2016-06-26,Karachi,+92-3195317472,85
EMP0763,Shazia Farooq,M,54,Marketing,"$174,513",2011-09-07,Islamabad,03089942779,50
EMP0764, Hassan Farooq ,Male,27,Operations,222004,2018-10-16,Karachi,003320077458,73
EMP0765,Shazia  Javed,Female,60,Marketing ,126827,,Karachi,03394907623,45
EMP0766,Akram Rehman,male ,34,IT,173738,2019-06-09,PESHAWAR,03332652329,98
EMP0767,Sadia Butt,Male,52,IT,87796,2018-06-16,Rawalpindi,03294397189,62
EMP0768,Zainab Javed,Male,53,FINANCE,106495-,2011-08-04,,03448230181,94
EMP0769,Fatima Aziz,MALE,33,Finance,35756,2020-01-03,Sialkot,+92-3418697572,36
EMP0770,Muhammad Ahmed,Male,,MKTG,131251,,Rwp,+92-3057578121,66
EMP0771,Faisal Iqbal,Female,,Operations,65371,2023-05-17,Quetta,03079393678,150
EMP0772,FATIMA IQBAL,Male,39,Operations,142949,2021-05-14,Faisalabad,03272924221,95
EMP0773,Rukhsar Rehman,Female,60,Finance,2000,2023-08-10,,+92-3417721842,35
EMP0774,Rizwan  Anwar,M,47,Marketing,60892,2021-08-03,Lhr,03258162197,16
EMP0775,Hina Rizvi,F,56,HR,157254,,,03113427039,56
EMP0776,Asad Raza,Male,36,It,142878,2014-04-30,Sialkot,03343806025,45
EMP0777,Zainab Raza,Female,52,HR,92539,2018-01-14,Karachi,03459777340,27
EMP0778,Arif Raza,Female,46,,168652,2018-03-03,Peshawar,03113665284,52
EMP0779,Fatima Jafri,Male,34,Marketing,93120,28-04-2020,Karachi	,03198925470,100
EMP0780,Naveed Sheikh,male ,53,Sales,,03-05-2014,Rawalpindi ,03455260386,44
EMP0781,Arif Khan,Male,32,Operations ,64850,2016-12-10,Lahore,0339-845-9661,79
EMP0782, Rabia Ali ,Female,52,Marketing,107706,2020-08-10,,03128048094,77
EMP0783,Akram  Kiani,Female,,Sales ,103605,---,Gujranwala,03241911980,87
EMP0784,Usman Baig,M,30,Sales,200904,2017-07-11,Peshawar,0335-624-8692,35
EMP0785,Tariq Naqvi,Male,23,IT,169623,2010-05-10,Faisalabad,03112414504,11
EMP0786,zainab durrani,M,58,Sales,72872,2019-11-19,Rawalpindi,03431057613,6
EMP0787,Hina Ali,female,42,Operations,193795,2012-03-18,Peshawar,03034928985,69
EMP0788, Hina Farooq ,male,47,Marketing,fifty thousand,2022-09-20,Gujranwala,03037762332,22
EMP0789,Asad Malik,Male,50,finance,,2021-12-11,Lahor,03096836098,31
EMP0790,Majid Kiani,Male,55,I.T,158278,2013-02-05,Rawalpindi,03193720583,17
EMP0791,Imran Iqbal,male ,59,Marketing,40834,2021-03-17,Faisalabad,03121690100,54
EMP0792,Imran Akhtar,Female,5,Finance,58589,2023-06-02,Multan,0328 648 7490,9
EMP0793,Parveen Aziz,Male,46,Marketing,150875,2015-03-17,,0309-046-1541,61
EMP0794,kamran aziz,M,49,Sales,234741,2019-07-02,Gujranwala,,10
EMP0795,Faisal Mirza,Female,55,Finance,83545,2022-12-09,quetta,03488303546,30
EMP0796,Farah Malik,Female,5,,225271,2018-05-25,Lahore,03155673394,68
EMP0797,Parveen Hashmi,Female,120,Marketing,210363,2019-08-18,Multan,0306-045-4492,87
EMP0798,Nadia Khan,Female,47,Finance,97637,2013-05-01,KARACHI,03494246774,54
EMP0799,Naveed Baig,Female,46,Marketing,154363,2020-09-23,Faisalabad,03291793881,57
EMP0800,Irfan Ansari,Male,forty,Sales,138608,2022-06-15,Multan,03051878595,82
EMP0801,Sadia  Siddiqui,Female,51,,44950,2012-01-24,Karachi,03046499616,12
EMP0802,Zainab Siddiqui,Female,22,Finance,243336,2022-08-30,Islamabad,03433058100,6
EMP0803,Bilal Rizvi,Male,48,HR,194824,2019-06-19,Faisalabad,03222152478,52
EMP0804,Salma Khan,Female,120,Marketing,119407,2010-08-12,Multan,03446048156,
EMP0805,Usman Ahmed,Male,49,Finance,138932,,Multan,03184567327,65
EMP0806,Muhammad Hameed,Female,32,Sales,164975-,2012-04-30,multan,,88
EMP0807,Waqar Khan,Female,31,Marketing,177411,TBD,Gujranwala,03371103822,62
EMP0808,Sadia Javed,M,26,IT,204321,2012-11-05,Lahore,03150031322,6
EMP0809,Mariam Iqbal,MALE,30,Sales,218623,,Multan,03154315034,67
EMP0810,Akram Baig,F,51,Sales,89040,22-03-2016,Karachi,03394575982,39
EMP0811,Ahmed Butt,Female,35,IT,62849,14-11-2011,Karachi,03167858924,44
EMP0812,Usman Hameed,Female,,Sales,224845,2022-10-27,Multan,03496379228,77
EMP0813,shazia akhtar,Male,49,Finance,,2019-04-20,Islamabad,03413620505,9
EMP0814,ALI SIDDIQUI,male ,50,Sales,193248,2021-06-28,Quetta,+92-3076598922,Average
EMP0815,Hina Rizvi,Male,27,,84694,2015-12-08,Multan ,03063984939,8
EMP0816,Muhammad Naqvi,female,46,IT,178743,2017-10-13,Lahore,03228586879,35
EMP0817,Kamran Kiani,Female,36,IT,233732,2017-08-04,Sialkot,03023818540,47
EMP0818,Akram Akhtar,Male,57,Marketing,114416,2015-02-26,Multan,+92-3139907588,98
EMP0819,Faisal Khan,female,50,Operations,156311,00-00-0000,Rawalpindi,03365765838,52
EMP0820,Imran Raza,Male,25,I.T.,112966-,2022-01-02,Islamabad,0333-532-7280,86
EMP0821,Hassan Rizvi,F,49,IT,191787,10/15/2013,Multan,03173668973,
EMP0822,Salma Zaidi,Male,49,IT,232216,,Quetta,03496300355,500
EMP0823,Samina Jafri,Female,,HR,239356,2013-10-27,Lahore,03153867043,31
EMP0824,Asad Baig,Female,50,Operations,67967,13-11-2021,Islamabad,,87
EMP0825,Bilal Ahmed,Male,51,Marketing,1000,01-09-2021,Karachi,03455357151,34
EMP0826,Muhammad Anwar,Female,22,Marketing,191906,2018-12-04,Islamabad,03113550019,1
EMP0827,Muhammad Khan,Female,50,Operations,N/A,2022-05-05,Lahore,03132837888,86
EMP0828,Rizwan Mehmood,Female,33,Operations,31328,Jan 2020,Multan,03142801620,16
EMP0829,Ayesha  Iqbal,Female,44,Marketing,226009,"March 15, 2019",QUETTA,03156774328,59
EMP0830, Arif Ansari ,Female,60,Marketing,204959,2023-03-17,Quetta,03294230088,64
EMP0831,Hina Iqbal,female,25,Operations,53020,2020-08-20,LAHORE,03420129246,2.8
EMP0832,Ali  Aslam,Female,24,,199856,08/06/2012,,03239844366,44
EMP0833,Muhammad Aslam,Male,45,Sales,68321,2015-02-24,Multan,03090071728,2
EMP0834,Ahmed Baig,M,53,I.T,145456,,Gujranwala,03146896581,41
EMP0835,javed saleem,Female,45,Finance,211809,2010-11-02,Islamabad,03283636703,
EMP0836,Imran Hashmi,Female,50,SALES,60193,14/12/2018,Karachi,03076904158,55
EMP0837,Hina Hussain,Female,51,HR,192268,2021-04-14,Gujranwala,03460844847,65
EMP0838,Tariq Farooq,Female,,Finance,one lakh,2022-09-08,,03054325522,Average
EMP0839,Salma Yousuf,Male,51,HR,229672,2015-12-06,Rawalpindi,03417863308,23
EMP0840,Ayesha Sheikh,Female,37,IT,126830,08-12-2013,Rawalpindi,+92-3154542152,9
EMP0841,nasreen sheikh,Female,twenty-five,Marketing,Rs. 194233,2022-08-04,Quetta,03160245981,11
EMP0842,Irfan Aziz,Male,23,SALES,116895,2011-05-22,Islamabad,03023409058,
EMP0843,Majid Hussain,Male,43,IT,166950,2012-06-10,Islamabad,03389360217,80
EMP0844, Usman Hashmi ,Male,46,IT,"$126,482",2018-08-05,Peshawar,0324-031-8481,79
EMP0845,Usman Qureshi,Female,23,It,227758,13/07/2023,Karachi,03169614060,31
EMP0846,Majid Hashmi,Female,32,HR,223031,2013-04-28,Peshawar,03216511082,29
EMP0847,Rabia Durrani,F,44,IT,227471,04/04/2014,Rawalpindi,03199558923,61
EMP0848,Muhammad Hashmi,Female,47,Marketing,192777,2010-01-13,Sialkot,03128791420,35
EMP0849,Faisal Ali,Female,41,Finance,246134,2016-06-17,Rawalpindi,03437735636,51
EMP0850,Asad Javed,Male,31,Operations,"$136,535",2021-05-26,Faisalabad,0349-142-9275,37
EMP0851,Nasreen Kiani,Female,35,Finance,,2013-07-23,Quetta,03330691715,42
EMP0852,Khadija Hashmi,Female,37,Operations,61659,2012-01-10,Rawalpindi,Not Given,65
EMP0853,Ali Javed,Male,56,Marketing,10000000,2021-12-09,Rawalpindi,03440146046,57
EMP0854,Asad Malik,Female,49,Finance,"$93,292",,Karachi,0313-175-0109,57
EMP0855,Naveed Aslam,Female,34,HR,228387,2023-04-14,Lahore,03342291810,60
EMP0856,Bilal Baig,M,,IT,200542,2021-10-06,Islamabad,03365504245,89
EMP0857,Zainab Jafri,Male,37,IT,49513,2014-02-14,Quetta,0339-818-8826,11
EMP0858,Rabia Malik,Male,-5,Marketing,174945,2010-04-14,Faisalabad,03135669800,88
EMP0859,Arif Aziz,Female,48,I.T.,131931,2018-01-27,Karachi,003431491073,91
EMP0860,Rukhsar Baig,Female,28,H.R.,77274,2016-05-29,Peshawar,03328116129,150
EMP0861,Naveed Javed,MALE,49,Operations,236498,2018-03-24,Islamabad,03452277787,27
EMP0862,Salma Ansari,MALE,22,IT,89321,2010-12-31,Lahore,03397326280,35
EMP0863,Naveed,Female,60,Operations,105777,30/05/2014,Lahore,0337 605 4312,64
EMP0864,Nadia Ahmed,Male,27,Finance,249860,2020-10-14,Rawalpindi,0323-355-5259,75
EMP0865,Noreen Kiani,Male,44,It,73764,2017-12-22,Faisalabad,03294851039,23
EMP0866,Mariam Rehman,Male,26,IT,79206,2013-12-22,Faisalabad,03344920461,67
EMP0867,Bilal Ahmed,Male,,HR,204742,2013-10-22,Lahore,03162157064,66
EMP0868,Tariq Siddiqui,Male,25,H.R.,224799,2017-07-27,Sialkot,03088645798,82
EMP0869,Naveed Ali,Male,59,Sale,73210,2013-03-22,Quetta,0338-385-5692,19
EMP0870,Asad Akhtar,Female,26,,39902,2010-01-04,Islamabad,03010200744,150
EMP0871,Tahira Aslam,Female,thirty,Marketing,51310,2015-03-25,Rawalpindi,03135636783,49
EMP0872,Sadia Mirza,Male,28,HR,26998,"March 15, 2019",Quetta,03267239714,59
EMP0873,Javed Hashmi,female ,42,Sales,1000,2019-08-26,Islamabad,0306 610 1245,99
EMP0874,Rizwan Anwar,Male,22,Finance,154840,,Peshawar,03186858591,88
EMP0875,Faisal Aziz,Female,33,Finance,199029,2016-05-21,Karachi ,03146423591,30
EMP0876,Parveen Qureshi,Female,24,I.T.,46661,2011-01-21,Quetta,03429057175,64
EMP0877,Nasreen Butt,Female,25,Operations,131376,2013-03-14,Rawalpindi,03227621753,93
EMP0878,Ayesha Raza,Female,49,Finance,141237,2019-12-26,Rwp,03262647157,9
EMP0879,Akram Mehmood,Female,forty,marketing,218584,2022-12-29,Gujranwala,03234196785,61
EMP0880,Rabia Akhtar,Male,44,HR,227070,2018-03-21,Lahore,0319-523-0710,47
EMP0881,Majid Raza,Male,41,Operations,207807,2017-07-01,Karachi	,03166137195,85
EMP0882,Shazia Anwar,Male,30,Sales,201694,2011-09-08,Faisalabad,03412587407,87
EMP0883,Ahmed Khan,Female,57,Sale,73435,2012-08-20,Gujranwala,,59
EMP0884,Mariam Akhtar,Female,35,HR,224515,2014-01-07,Lahore,03367713287,18
EMP0885,Asad Iqbal,Female,31,IT,214864,2022-07-14,Quetta,03465909157,11
EMP0886,Imran Kiani,Female,37,Operations,33020,2013-12-03,Gujranwala,03065426389,82
EMP0887,Irfan Hameed,Male,45,Finance,90147,2017-02-12,Peshawar,+92-3129496391,80
EMP0888,Khadija Anwar,Male,60,Operations,238484,2012-03-29,Peshawar,03147141791,7
EMP0889,Bilal Hameed,Male,46,Finance,one lakh,,Multan,03280153033,10
EMP0890,Omar  Malik,female,47,Sales,183729,04-05-2014,Quetta,03335481359,
EMP0891,Usman Yousuf,Male,32,I.T.,,2022-01-28,Gujranwala,03146384571,150
EMP0892,Ayesha Iqbal,Male,47,IT,,,Multan,03277959744,11
EMP0893,IMRAN ASLAM,Male,43,HR,207081,2011-09-03,Faisalabad,03196216581,28
EMP0894,Tahira Hussain,Female,56,Sales,36147,2011-12-23,Islamabad,003121119104,13
EMP0895,Shahid Farooq,Male,44,HR,60706,2014-11-30,Faisalabad,003175269328,1
EMP0896,FARAH ANWAR,Female,120,HR,203384,2010-11-28,Gujranwala,03193476643,3
